"sample_date","site_code","vegetation_scientific_name","common_name","vegetation_rope_length"
2010-04-14,"Y61","Sonchus asper","Spiny Sow-thistle",0.5
2010-04-14,"Y61","Bromus rubens","Red Brome",0.5
2010-04-14,"Y61","Schismus",NA,0.5
2010-04-14,"Y61","Amsinckia",NA,0.5
2010-04-14,"Y61","Cryptantha",NA,0.5
2010-04-14,"Y61","Uropappus lindleyi","Silver Puffs",0.5
2010-04-14,"Y61","Eriogonum deflexum",NA,0.5
2010-03-24,"Z101","Sisymbrium irio","London Rocket",21.5
2010-03-24,"Z101","Adenophyllum porophylloides","San Felipe Dyssodia",21.5
2010-03-24,"Z101","Pholistoma auritum",NA,21.5
2010-03-24,"Z101","Eriastrum",NA,21.5
2010-03-24,"Z101","Crassula connata","Pygmyweed",21.5
2010-03-24,"Z101","Adenophyllum porophylloides","San Felipe Dyssodia",21.5
2010-03-24,"Z101","Poaceae sp. 2",NA,21.5
2010-03-24,"Z101","Poaceae sp. 4",NA,21.5
2010-03-24,"Z101","Calandrinia ciliata","Rock-purslane, Red-maids",21.5
2010-03-24,"Z101","Amsinckia",NA,21.5
2010-03-24,"Z101","Plantago patagonica","Indian-wheat",21.5
2010-03-24,"Z101","Gilia flavocincta","Gilia",21.5
2010-03-24,"Z101","unknown 1","unknown 1",21.5
2010-03-24,"Z101","Poaceae sp. 1",NA,21.5
2010-03-24,"Z101","Bowlesia incana","Hairy Bowlesia",21.5
2010-03-24,"Z101","Phacelia",NA,21.5
2010-03-24,"Z101","Schismus",NA,21.5
2010-03-24,"Z101","Filago arizonica","Fluffweed",21.5
2010-03-24,"Z101","Uropappus lindleyi","Silver Puffs",21.5
2010-03-24,"Z101","Dichelostemma capitatum","Bluedicks",21.5
2010-03-24,"Z101","Cryptantha",NA,21.5
2010-03-24,"Z101","Pectocarya recurvata",NA,21.5
2010-03-24,"Z101","Pectocarya platycarpa",NA,21.5
2010-03-24,"Z101","Thysanocarpus curvipes","Lace-pod",21.5
2010-03-24,"Z101","Cirsium neomexicanum","Thistle",21.5
2010-03-24,"Z101","Pholistoma auritum",NA,21.5
2010-03-24,"Z101","Parietaria hespera","Pellitory",21.5
2010-03-24,"Z111","Dichelostemma capitatum","Bluedicks",1.5
2010-03-24,"Z111","Cryptantha",NA,1.5
2010-03-24,"Z111","unknown 2","unknown 2",1.5
2010-03-24,"Z111","Thysanocarpus curvipes","Lace-pod",1.5
2010-03-24,"Z111","Uropappus lindleyi","Silver Puffs",1.5
2010-03-24,"Z111","Erodium texanum","Heronbill, Texas Filaree",1.5
2010-03-24,"Z111","Brassicaceae",NA,1.5
2010-03-24,"Z111","Schismus",NA,1.5
2010-03-24,"Z111","Bowlesia incana","Hairy Bowlesia",1.5
2010-03-24,"Z111","Lepidium",NA,1.5
2010-03-24,"Z111","Parietaria hespera","Pellitory",1.5
2010-03-24,"Z111","Filago arizonica","Fluffweed",1.5
2010-03-24,"Z111","Crassula connata","Pygmyweed",1.5
2010-03-24,"Z111","Gilia flavocincta","Gilia",1.5
2010-03-24,"Z111","Pholistoma auritum",NA,1.5
2010-03-24,"Z111","unknown 1","unknown 1",1.5
2010-03-24,"Z111","Cirsium neomexicanum","Thistle",1.5
2010-03-24,"Z111","Calandrinia ciliata","Rock-purslane, Red-maids",1.5
2010-03-24,"Z111","Stephanomeria pauciflora","Wire-lettuce",1.5
2010-03-24,"Z111","Amsinckia menziesii","Menzies' fiddleneck",1.5
2010-03-24,"Z111","Erodium cicutarium","Red-stemmed Filaree, Heronbill",1.5
2010-03-24,"Z111","Parietaria hespera","Pellitory",1.5
2010-03-24,"Z111","Bromus rubens","Red Brome",1.5
2010-05-14,"Z171","Malva parviflora","Mallow, Cheese-weed",0
2010-05-14,"Z171","Lactuca serriola","Prickly Lettuce",0
2010-05-14,"Z171","Medicago lupulina","Black Medic",0
2010-05-14,"Z171","Herniaria hirsuta","Burstwort",0
2010-05-14,"Z171","Oxalis",NA,0
2010-05-14,"Z171","Dichondra micrantha",NA,0
2010-05-14,"Z171","Cynodon dactylon","Bermuda Grass, Tiff green",0
2010-05-14,"Z171","Conyza",NA,0
2010-05-14,"Z171","Bromus catharticus","Rescue Grass",0
2010-05-14,"Z171","Boerhavia coccinea","Red Spiderling",0
2010-05-14,"Z171","Chamaesyce",NA,0
2010-05-14,"Z181","Lactuca serriola","Prickly Lettuce",0
2010-05-14,"Z181","Dichondra micrantha",NA,0
2010-05-14,"Z181","Convolvulus arvensis","Field Bindweed",0
2010-05-14,"Z181","Oxalis corniculata","Creeping Woodsorrel",0
2010-05-14,"Z181","Bromus catharticus","Rescue Grass",0
2010-05-14,"Z181","Cynodon dactylon","Bermuda Grass, Tiff green",0
2010-05-14,"Z181","Torilis nodosa",NA,0
2010-05-14,"Z181","Malva parviflora","Mallow, Cheese-weed",0
2010-05-14,"Z191","Leucophyllum frutescens","Texas Ranger",0
2010-05-14,"Z191","Leucophyllum frutescens","Texas Ranger",0
2010-05-14,"Z191","Herniaria hirsuta","Burstwort",0
2010-05-14,"Z191","Herniaria hirsuta","Burstwort",0
2010-05-14,"Z191","Atriplex elegans","Salton Saltbush, Wheel-scale",0
2010-05-14,"Z191","Lactuca serriola","Prickly Lettuce",0
2010-05-14,"Z191","Chamaesyce albomarginata","Sand-mat, Spurge",0
2010-05-14,"Z191","Salsola tragus","Tumbleweed, Russian-thistle",0
2010-05-14,"Z191","Sisymbrium irio","London Rocket",0
2010-05-14,"Z201","Cynodon dactylon","Bermuda Grass, Tiff green",0
2010-05-14,"Z201","Malva parviflora","Mallow, Cheese-weed",0
2010-05-14,"Z201","Baccharis sarothroides","Desert-broom",0
2010-05-14,"Z201","Chamaesyce maculata","Prostrate Spurge",0
2010-05-14,"Z201","Medicago lupulina","Black Medic",0
2010-05-14,"Z201","Lactuca serriola","Prickly Lettuce",0
2010-05-14,"Z201","Portulaca oleracea","Common Purslane",0
2010-02-24,"Z211","Medicago lupulina","Black Medic",2.5
2010-02-24,"Z211","Malva parviflora","Mallow, Cheese-weed",2.5
2010-02-24,"Z211","Dichondra micrantha",NA,2.5
2010-02-24,"Z211","Chamaesyce",NA,2.5
2010-02-24,"Z211","Amaranthus",NA,2.5
2010-02-24,"Z211","Chamaesyce",NA,2.5
2010-02-24,"Z211","Acacia","Acacia",2.5
2010-02-24,"Z211","Helianthus annuus","Sunflower, Mirasol",2.5
2010-02-24,"Z211","Apiaceae",NA,2.5
2010-02-24,"Z211","Sisymbrium irio","London Rocket",2.5
2010-02-24,"Z211","Lamium amplexicaule","Henbit",2.5
2010-02-24,"Z211","Polygonum",NA,2.5
2010-02-24,"Z211","Polygonum",NA,2.5
2010-02-24,"Z211","Sonchus",NA,2.5
2010-02-24,"Z211","Polygonum",NA,2.5
2015-03-24,"AA111","Cryptantha maritima",NA,0
2015-03-24,"AA111","Mirabilis laevis var. villosa","Wishbone Bush",0
2015-03-24,"AA111","Perityle emoryi",NA,0
2015-03-24,"AA111","Camissonia californica","Sun-drops",0
2015-03-24,"AA111","Lepidium lasiocarpum",NA,0
2015-03-24,"AA111","Eriogonum inflatum","Desert Trumpet, Bladder-stem",0
2015-03-24,"AA111","Pectocarya recurvata",NA,0
2015-03-24,"AA111","Schismus arabicus","Schismus",0
2015-03-24,"AA111","Notholaena californica","California Cloak Fern",0
2015-03-24,"AA111","Plantago ovata",NA,0
2015-03-24,"AA111","Ditaxis lanceolata",NA,0
2015-03-24,"AA111","Gilia",NA,0
2015-03-24,"AA111","Erodium cicutarium","Red-stemmed Filaree, Heronbill",0
2015-03-24,"AA111","Astrolepis cochisensis ssp. arizonica Benham","Cloak Fern",0
2015-03-24,"AA111","Selaginella arizonica","Spikemoss",0
2015-03-24,"AA111","Bromus rubens","Red Brome",0
2015-03-24,"AA111","Astragalus nuttallianus","Nuttall Locoweed",0
2015-03-24,"AA111","Lotus salsuginosus","Deer-vetch",0
2015-03-24,"AA111","Stylocline micropoides","Desert Nest-straw",0
2015-03-24,"AA111","Chorizanthe brevicornu","Brittle Spineflower",0
2015-03-24,"AA111","Cryptantha pterocarya",NA,0
2015-03-24,"AA111","Phacelia distans","Wild-heliotrope",0
2015-03-26,"AA171","Lactuca serriola","Prickly Lettuce",0
2015-03-26,"AA171","Chamaesyce polycarpa",NA,0
2015-03-26,"AA171","Monolepis nuttalliana","Patata",0
2015-03-26,"AA171","Malva parviflora","Mallow, Cheese-weed",0
2015-03-26,"AA171","Chamaesyce capitellata","Spurge",0
2015-03-26,"AA171","Plantago ovata",NA,0
2015-03-26,"AA171","Cryptantha angustifolia","Narrow-leaved Cryptantha",0
2015-03-26,"AA171","Sisymbrium irio","London Rocket",0
2015-03-26,"AA171","Herniaria hirsuta","Burstwort",0
2015-06-02,"AA181","Boerhavia coccinea","Red Spiderling",NA
2015-06-02,"AA181","Sisymbrium irio","London Rocket",NA
2015-06-02,"AA181","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2015-06-02,"AA181","Sonchus oleraceus","Annual Sow-thistle",NA
2015-06-02,"AA181","Atriplex elegans","Salton Saltbush, Wheel-scale",NA
2015-06-02,"AA181","Lactuca serriola","Prickly Lettuce",NA
2015-06-02,"AA181","Caulanthus lasiophyllus","Thelypody",NA
2015-06-02,"AA181","Tribulus terrestris","Puncture Vine, Bullheads",NA
2015-06-02,"AA181","Amaranthus palmeri","Careless Weed, Red-root",NA
2015-06-02,"AA181","Boerhavia intermedia","Spiderling",NA
2015-06-02,"AA181","Solanum elaeagnifolium",NA,NA
2015-06-02,"AA181","Portulaca oleracea","Common Purslane",NA
2015-06-02,"AA181","Chenopodium murale","Nettle-leaf Goosefoot",NA
2015-06-02,"AA181","Hordeum murinum",NA,NA
2015-06-02,"AA181","Hedypnois cretica",NA,NA
2015-06-02,"AA181","Chamaesyce maculata","Prostrate Spurge",NA
2015-06-02,"AA181","Cuscuta",NA,NA
2015-02-20,"AA191","Monolepis nuttalliana","Patata",NA
2015-02-20,"AA191","Boerhavia",NA,NA
2015-02-20,"AA191","Baccharis sarothroides","Desert-broom",NA
2015-02-20,"AA191","Conyza",NA,NA
2015-02-20,"AA191","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2015-02-20,"AA191","Leptochloa uninervia","Sprangletop",NA
2015-02-20,"AA191","Medicago lupulina","Black Medic",NA
2015-02-20,"AA191","Sisymbrium irio","London Rocket",NA
2015-02-20,"AA191","Hordeum murinum",NA,NA
2015-02-20,"AA191","Sonchus oleraceus","Annual Sow-thistle",NA
2015-02-20,"AA191","Poa annua","Annual Bluegrass",NA
2015-02-20,"AA191","Eclipta prostrata","False Daisy",NA
2015-02-20,"AA191","Lepidium densiflorum","Peppergrass",NA
2015-02-20,"AA191","Malva parviflora","Mallow, Cheese-weed",NA
2015-02-20,"AA191","Taraxacum officinale",NA,NA
2015-06-29,"AA201","Sisymbrium irio","London Rocket",6
2015-06-29,"AA201","Salsola tragus","Tumbleweed, Russian-thistle",6
2015-06-29,"AA201","Cynodon dactylon","Bermuda Grass, Tiff green",6
2015-06-29,"AA201","Solanum elaeagnifolium",NA,6
2015-06-29,"AA201","Amaranthus palmeri","Careless Weed, Red-root",6
2015-06-29,"AA201","Malva parviflora","Mallow, Cheese-weed",6
2015-06-29,"AA201","Lactuca serriola","Prickly Lettuce",6
2015-06-29,"AA201","Boerhavia",NA,6
2015-06-29,"AA201","Hordeum",NA,6
2015-06-29,"AA201","Tribulus terrestris","Puncture Vine, Bullheads",6
2015-06-29,"AA201","Atriplex elegans","Salton Saltbush, Wheel-scale",6
2015-06-23,"AA211","Pectis papposa","Chinchweed",0
2015-06-23,"AA211","Lactuca serriola","Prickly Lettuce",0
2015-06-23,"AA211","Portulaca oleracea","Common Purslane",0
2015-06-23,"AA211","Bouteloua barbata","Six-weeks Grama",0
2015-06-23,"AA211","Cyperus",NA,0
2015-06-23,"AA211","Sonchus oleraceus","Annual Sow-thistle",0
2015-06-23,"AA211","Cynodon dactylon","Bermuda Grass, Tiff green",0
2015-06-23,"AA211","Capsicum annuum","Bird-pepper, Chiltepin",0
2015-06-23,"AA211","Boerhavia",NA,0
2015-06-23,"AA211","Chamaesyce polycarpa",NA,0
2015-06-01,"AA91","Chamaesyce melanadenia","Spurge",NA
2015-06-01,"AA91","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2015-06-01,"AA91","Baileya multiradiata","Desert Marigold",NA
2015-06-01,"AA91","Aristida adscencionis","Six-weeks Three-Awn",NA
2015-06-01,"AA91","Schismus barbatus","Mediterranean Grass",NA
2015-06-01,"AA91","Bromus rubens","Red Brome",NA
2015-06-01,"AA91","Physalis crassifolia","Husk-tomato, Ground-cherry",NA
2015-06-01,"AA91","Argythamnia neomexicana","Common Ditaxis",NA
2015-04-09,"AB101","Astragalus nuttallianus","Nuttall Locoweed",36
2015-04-09,"AB101","Aristida purpurea","Purple Three-awn",36
2015-04-09,"AB101","Dasyochloa pulchella","Low woollygrass",36
2015-04-09,"AB101","Lotus humistratus","Deer-vetch, Hill Locust",36
2015-04-09,"AB101","Herniaria hirsuta","Burstwort",36
2015-04-09,"AB101","Erodium cicutarium","Red-stemmed Filaree, Heronbill",36
2015-04-09,"AB101","Lasthenia californica","Goldfields",36
2015-04-09,"AB101","Amsinckia tessellata","Bristly fiddleneck",36
2015-04-09,"AB101","Pectocarya platycarpa",NA,36
2015-04-09,"AB101","Cryptantha micrantha",NA,36
2015-04-09,"AB101","Phacelia distans","Wild-heliotrope",36
2015-04-09,"AB101","Uropappus lindleyi","Silver Puffs",36
2015-04-09,"AB101","Lupinus sparsiflorus","Lupine",36
2015-04-09,"AB101","Schismus barbatus","Mediterranean Grass",36
2015-04-09,"AB101","Vulpia octoflora","Six-weeks Fescue",36
2015-04-09,"AB101","Amsinckia intermedia","Fiddleneck",36
2015-04-09,"AB101","Filago arizonica","Fluffweed",36
2015-04-09,"AB101","Bromus rubens","Red Brome",36
2015-04-09,"AB101","Chamaesyce polycarpa",NA,36
2015-04-09,"AB101","Plantago patagonica","Indian-wheat",36
2015-04-09,"AB101","Ambrosia artemisiifolia","Common Ragweed",36
2015-05-11,"AB111","Aristida adscencionis","Six-weeks Three-Awn",1
2015-05-11,"AB111","Schismus arabicus","Schismus",1
2015-05-11,"AB111","Pectocarya recurvata",NA,1
2015-05-11,"AB111","Bromus rubens","Red Brome",1
2015-05-11,"AB111","Xanthisma spinulosum","Spiny haplopappus",1
2015-05-11,"AB111","Aristida purpurea","Purple Three-awn",1
2015-05-11,"AB111","Sphaeralcea",NA,1
2015-05-11,"AB111","Xanthisma spinulosum","Spiny haplopappus",1
2015-05-11,"AB111","Amsinckia intermedia","Fiddleneck",1
2015-05-11,"AB111","Cryptobiotic Crust",NA,1
2015-06-30,"AB161","Atriplex elegans","Salton Saltbush, Wheel-scale",4
2015-06-30,"AB161","Bromus rubens","Red Brome",4
2015-06-30,"AB161","Salsola tragus","Tumbleweed, Russian-thistle",4
2015-06-30,"AB161","Nicotiana trigonophylla","Desert Tobacco",4
2015-06-30,"AB161","Eriogonum deflexum",NA,4
2015-06-30,"AB161","Schismus arabicus","Schismus",4
2015-06-30,"AB161","Cryptantha angustifolia","Narrow-leaved Cryptantha",4
2015-06-30,"AB161","Sisymbrium irio","London Rocket",4
2015-06-30,"AB161","Sphaeralcea coulteri","Coulters Desert Mallow",4
2015-06-30,"AB161","Aristida adscencionis","Six-weeks Three-Awn",4
2015-05-20,"AB191","Boerhavia",NA,6
2015-05-20,"AB191","Setaria",NA,6
2015-05-20,"AB191","Portulaca oleracea","Common Purslane",6
2015-05-20,"AB191","Medicago lupulina","Black Medic",6
2015-05-20,"AB191","Cyperus",NA,6
2015-05-20,"AB191","Amaranthus palmeri","Careless Weed, Red-root",6
2015-05-20,"AB191","Boerhavia coulteri","Spiderling",6
2015-05-20,"AB191","Dichondra micrantha",NA,6
2015-05-20,"AB191","Erodium cicutarium","Red-stemmed Filaree, Heronbill",6
2015-05-20,"AB191","Bromus rubens","Red Brome",6
2015-05-20,"AB191","Lolium perenne","Italian Ryegrass",6
2015-05-20,"AB191","Stellaria media",NA,6
2015-05-20,"AB191","Malva parviflora","Mallow, Cheese-weed",6
2015-05-20,"AB191","Sisymbrium irio","London Rocket",6
2015-05-20,"AB191","Taraxacum officinale",NA,6
2015-05-20,"AB191","Chamaesyce polycarpa",NA,6
2015-05-20,"AB191","Oxalis corniculata","Creeping Woodsorrel",6
2015-05-20,"AB191","Daucus pusillus","Wild Carrot, Rattlesnake Weed",6
2015-05-20,"AB191","Sonchus oleraceus","Annual Sow-thistle",6
2015-05-20,"AB191","Cynodon dactylon","Bermuda Grass, Tiff green",6
2015-05-20,"AB191","Lactuca serriola","Prickly Lettuce",6
2015-05-20,"AB191","Asteraceae",NA,6
2015-05-20,"AB191","Hordeum murinum",NA,6
2015-05-20,"AB191","Poa bigelovii","Bigelow Bluegrass",6
2015-05-20,"AB191","Bromus rubens","Red Brome",6
2015-06-23,"AB201","Chamaesyce polycarpa",NA,0
2015-06-29,"AB211","Boerhavia",NA,2
2015-06-29,"AB211","Solanum elaeagnifolium",NA,2
2015-06-29,"AB211","Salsola tragus","Tumbleweed, Russian-thistle",2
2015-06-29,"AB211","Lactuca serriola","Prickly Lettuce",2
2015-06-29,"AB211","Sisymbrium irio","London Rocket",2
2015-06-29,"AB211","Hordeum murinum",NA,2
2015-06-29,"AB211","Malva parviflora","Mallow, Cheese-weed",2
2015-06-29,"AB211","Amaranthus",NA,2
2015-06-29,"AB211","Cynodon dactylon","Bermuda Grass, Tiff green",2
2015-06-29,"AB211","Medicago sativa","Alfalfa",2
2015-06-29,"AB211","Poaceae","grass",2
2015-06-29,"AB211","Amaranthus palmeri","Careless Weed, Red-root",2
2015-03-26,"AB221","Allionia incarnata","Trailing Four-OClock",14
2015-03-26,"AB221","Hordeum murinum",NA,14
2015-03-26,"AB221","Oncosiphon piluliferum",NA,14
2015-03-26,"AB221","Pectocarya platycarpa",NA,14
2015-03-26,"AB221","Amsinckia intermedia","Fiddleneck",14
2015-03-26,"AB221","Brassica tournefortii","Mustard",14
2015-03-26,"AB221","Sisymbrium irio","London Rocket",14
2015-03-26,"AB221","Malva parviflora","Mallow, Cheese-weed",14
2015-03-26,"AB221","Atriplex elegans","Salton Saltbush, Wheel-scale",14
2015-03-26,"AB221","Schismus barbatus","Mediterranean Grass",14
2015-03-26,"AB221","Cynodon dactylon","Bermuda Grass, Tiff green",14
2015-03-26,"AB221","Erodium cicutarium","Red-stemmed Filaree, Heronbill",14
2015-03-26,"AB221","Melilotus indica",NA,14
2015-03-26,"AB221","Salsola tragus","Tumbleweed, Russian-thistle",14
2015-04-15,"AC111","Chorizanthe brevicornu","Brittle Spineflower",10
2015-04-15,"AC111","Pholistoma auritum",NA,10
2015-04-15,"AC111","Plantago patagonica","Indian-wheat",10
2015-04-15,"AC111","Herniaria hirsuta","Burstwort",10
2015-04-15,"AC111","Vulpia microstachys",NA,10
2015-04-15,"AC111","Plantago ovata",NA,10
2015-04-15,"AC111","Draba nemorosa","Whitlow-wort",10
2015-04-15,"AC111","Uropappus lindleyi","Silver Puffs",10
2015-04-15,"AC111","Pectocarya platycarpa",NA,10
2015-04-15,"AC111","Cryptantha",NA,10
2015-04-15,"AC111","Aristida purpurea","Purple Three-awn",10
2015-04-15,"AC111","Schismus barbatus","Mediterranean Grass",10
2015-04-15,"AC111","Phacelia distans","Wild-heliotrope",10
2015-04-15,"AC111","Amsinckia intermedia","Fiddleneck",10
2015-04-15,"AC111","Bromus rubens","Red Brome",10
2015-04-15,"AC111","Perityle emoryi",NA,10
2015-04-15,"AC111","Schismus arabicus","Schismus",10
2015-04-15,"AC111","Filago arizonica","Fluffweed",10
2015-04-15,"AC111","Pectocarya recurvata",NA,10
2015-04-15,"AC111","Lepidium lasiocarpum",NA,10
2015-04-15,"AC111","Eriastrum diffusum",NA,10
2015-06-25,"AC161","Amsinckia tessellata","Bristly fiddleneck",0
2015-06-25,"AC161","Oncosiphon piluliferum",NA,0
2015-06-25,"AC161","Aristida adscencionis","Six-weeks Three-Awn",0
2015-06-12,"AC171","Chamaesyce maculata","Prostrate Spurge",2
2015-06-12,"AC171","Medicago polymorpha","Bur-clover",2
2015-06-12,"AC171","Oxalis corniculata","Creeping Woodsorrel",2
2015-06-12,"AC171","Cyperus rotundus","Purple Nutsedge, Nut-grass",2
2015-06-12,"AC171","Cynodon dactylon","Bermuda Grass, Tiff green",2
2015-06-12,"AC171","Dichondra micrantha",NA,2
2015-06-12,"AC171","Malva parviflora","Mallow, Cheese-weed",2
2015-06-12,"AC171","Lepidium didymum","Lesser swinecress",2
2015-06-09,"AC181","Medicago polymorpha","Bur-clover",32
2015-06-09,"AC181","Boerhavia",NA,32
2015-06-09,"AC181","Dichondra micrantha",NA,32
2015-06-09,"AC181","Polygonum aviculare","Knotweed, Doorweed",32
2015-06-09,"AC181","Medicago lupulina","Black Medic",32
2015-06-09,"AC181","Portulaca oleracea","Common Purslane",32
2015-06-09,"AC181","Chamaesyce prostrata","Groundfig Spurge",32
2015-06-09,"AC181","Oxalis corniculata","Creeping Woodsorrel",32
2015-06-09,"AC181","Cynodon dactylon","Bermuda Grass, Tiff green",32
2015-06-09,"AC181","Malva parviflora","Mallow, Cheese-weed",32
2015-06-09,"AC181","Pectis cylindrica",NA,32
2015-06-09,"AC181","Poaceae","grass",32
2015-06-09,"AC181","Digitaria sanguinalis","Large Crabgrass",32
2015-06-09,"AC181","Lactuca serriola","Prickly Lettuce",32
2015-06-09,"AC181","Cyclospermum leptophyllum","Marsh parsley",32
2015-06-09,"AC191","Chamaesyce",NA,0
2015-06-09,"AC191","Lactuca serriola","Prickly Lettuce",0
2015-06-09,"AC191","Chamaesyce",NA,0
2015-06-23,"AC201","Amaranthus palmeri","Careless Weed, Red-root",0
2015-06-23,"AC201","Amaranthus palmeri","Careless Weed, Red-root",0
2015-06-23,"AC201","Cyperus",NA,0
2015-06-23,"AC201","Echinochloa colona","Jungle-rice, Cockspur",0
2015-06-23,"AC201","Polygonum aviculare","Knotweed, Doorweed",0
2015-06-23,"AC201","Amaranthus retroflexus","Redroot Amaranth",0
2015-06-23,"AC201","Malva parviflora","Mallow, Cheese-weed",0
2015-06-23,"AC201","Tribulus terrestris","Puncture Vine, Bullheads",0
2015-03-03,"AC211","Sisymbrium irio","London Rocket",6
2015-03-03,"AC211","Chenopodium",NA,6
2015-03-03,"AC211","Daucus pusillus","Wild Carrot, Rattlesnake Weed",6
2015-03-03,"AC211","Cryptantha angustifolia","Narrow-leaved Cryptantha",6
2015-03-03,"AC211","Salsola tragus","Tumbleweed, Russian-thistle",6
2015-03-03,"AC211","Hordeum murinum",NA,6
2015-03-03,"AC211","Pectocarya platycarpa",NA,6
2015-03-03,"AC211","Sonchus asper","Spiny Sow-thistle",6
2015-03-03,"AC211","Schismus arabicus","Schismus",6
2015-03-03,"AC211","Malva parviflora","Mallow, Cheese-weed",6
2015-05-20,"AC221","Poa bigelovii","Bigelow Bluegrass",NA
2015-05-20,"AC221","Conyza bonariensis",NA,NA
2015-05-20,"AC221","Chamaesyce hyssopifolia","Hyssop Spurge",NA
2015-05-20,"AC221","Taraxacum officinale",NA,NA
2015-05-20,"AC221","Lythrum hyssopifolia","Hyssop loosestrife",NA
2015-05-20,"AC221","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2015-05-20,"AC221","Ruellia brittoniana",NA,NA
2015-05-20,"AC221","Daucus pusillus","Wild Carrot, Rattlesnake Weed",NA
2015-05-20,"AC221","Lythrum hyssopifolia","Hyssop loosestrife",NA
2015-05-20,"AC221","Oxalis corniculata","Creeping Woodsorrel",NA
2015-05-20,"AC221","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2015-05-20,"AC221","Poaceae","grass",NA
2015-05-20,"AC221","Lactuca serriola","Prickly Lettuce",NA
2015-04-27,"AC71","Schismus barbatus","Mediterranean Grass",2
2015-04-27,"AC71","Caulanthus lasiophyllus","Thelypody",2
2015-04-27,"AC71","Oncosiphon piluliferum",NA,2
2015-04-27,"AC71","Eriastrum diffusum",NA,2
2015-04-27,"AC71","Vulpia octoflora","Six-weeks Fescue",2
2015-04-27,"AC71","Phacelia distans","Wild-heliotrope",2
2015-04-27,"AC71","Salvia columbariae","Chia",2
2015-04-27,"AC71","Amsinckia intermedia","Fiddleneck",2
2015-04-27,"AC71","Daucus pusillus","Wild Carrot, Rattlesnake Weed",2
2015-04-27,"AC71","Plantago patagonica","Indian-wheat",2
2015-04-27,"AC71","Silene antirrhina","Sleepy-catchfly",2
2015-04-27,"AC71","Lepidium virginicum","Peppergrass",2
2015-04-27,"AC71","Chorizanthe brevicornu","Brittle Spineflower",2
2015-04-27,"AC71","Aristida adscencionis","Six-weeks Three-Awn",2
2015-04-27,"AC71","Aristida adscensionis",NA,2
2015-04-27,"AC71","Bromus rubens","Red Brome",2
2015-03-26,"AD181","Amsinckia",NA,0
2015-03-26,"AD181","Hordeum",NA,0
2015-03-26,"AD181","Cryptantha",NA,0
2015-03-26,"AD181","Lepidium lasiocarpum",NA,0
2015-03-26,"AD181","Erodium cicutarium","Red-stemmed Filaree, Heronbill",0
2015-03-26,"AD181","Baileya multiradiata","Desert Marigold",0
2015-03-26,"AD181","Dimorphotheca sinuata","Cape-marigold",0
2015-03-26,"AD181","Pectocarya platycarpa",NA,0
2015-03-26,"AD181","Conyza canadensis","Horseweed",0
2015-03-26,"AD181","Bromus rubens","Red Brome",0
2015-03-26,"AD181","Schismus",NA,0
2015-03-26,"AD181","Senecio vulgaris",NA,0
2015-03-26,"AD181","Chamaesyce polycarpa",NA,0
2015-03-26,"AD181","Lactuca serriola","Prickly Lettuce",0
2015-03-03,"AD211","Sisymbrium irio","London Rocket",0
2015-03-03,"AD211","Eclipta prostrata","False Daisy",0
2015-03-03,"AD211","Senecio vulgaris",NA,0
2015-03-03,"AD211","Chamaesyce albomarginata","Sand-mat, Spurge",0
2015-03-03,"AD211","Daucus pusillus","Wild Carrot, Rattlesnake Weed",0
2015-03-03,"AD211","Dimorphotheca sinuata","Cape-marigold",0
2015-03-03,"AD211","Malvaceae",NA,0
2015-03-03,"AD211","Hordeum pusillum",NA,0
2015-03-03,"AD211","Monolepis nuttalliana","Patata",0
2015-03-03,"AD211","Cyperaceae",NA,0
2015-06-29,"AE181","Chamaesyce micromera","Littleleaf Spurge",0
2015-06-29,"AE181","Chamaesyce maculata","Prostrate Spurge",0
2015-06-09,"AE191","Dichondra micrantha",NA,41
2015-06-09,"AE191","Cynodon dactylon","Bermuda Grass, Tiff green",41
2015-06-09,"AE191","Chamaesyce maculata","Prostrate Spurge",41
2015-06-09,"AE191","Cyclospermum leptophyllum","Marsh parsley",41
2015-06-09,"AE191","Medicago lupulina","Black Medic",41
2015-06-09,"AE191","Taraxacum officinale",NA,41
2015-06-09,"AE191","Lolium perenne","Italian Ryegrass",41
2015-06-09,"AE191","Oxalis corniculata","Creeping Woodsorrel",41
2015-06-09,"AE191","Sisymbrium irio","London Rocket",41
2015-06-09,"AE191","Malva parviflora","Mallow, Cheese-weed",41
2015-06-09,"AE191","Poa annua","Annual Bluegrass",41
2015-06-09,"AE191","Eleusine indica","Indain Goosegrass",41
2015-06-09,"AE191","Conyza canadensis","Horseweed",41
2015-06-09,"AE191","Sonchus oleraceus","Annual Sow-thistle",41
2015-02-20,"AE201","Sisymbrium irio","London Rocket",1
2015-02-20,"AE201","Pectocarya recurvata",NA,1
2015-02-20,"AE201","Erodium cicutarium","Red-stemmed Filaree, Heronbill",1
2015-02-20,"AE201","Malva parviflora","Mallow, Cheese-weed",1
2015-02-20,"AE201","Pectocarya platycarpa",NA,1
2015-02-20,"AE201","Plagiobothrys arizonicus","Bloodweed",1
